         2442696 function calls (2427279 primitive calls) in 1.390 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1210    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      902    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        1    0.000    0.000    0.010    0.010 cm.py:39(_gen_cmap_registry)
       48    0.000    0.000    0.002    0.000 function_base.py:2179(_vectorize_call)
        5    0.000    0.000    0.012    0.002 path.py:596(get_extents)
        7    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
      249    0.000    0.000    0.000    0.000 enum.py:417(__setattr__)
       24    0.000    0.000    0.002    0.000 traceback.py:321(extract)
   247/32    0.000    0.000    0.081    0.003 __init__.py:109(import_module)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      411    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
     1418    0.000    0.000    0.000    0.000 artist.py:266(axes)
       17    0.000    0.000    0.007    0.000 rcsetup.py:710(validate_cycler)
      148    0.000    0.000    0.001    0.000 __init__.py:872(get_siblings)
      237    0.000    0.000    0.012    0.000 artist.py:116(<lambda>)
      246    0.000    0.000    0.000    0.000 lines.py:1220(set_xdata)
      170    0.000    0.000    0.000    0.000 font_manager.py:807(set_style)
       84    0.000    0.000    0.000    0.000 path.py:191(_update_values)
        1    0.000    0.000    0.002    0.002 GObject.py:24(<module>)
       63    0.000    0.000    0.003    0.000 colors.py:999(<dictcomp>)
       60    0.000    0.000    0.010    0.000 backend_agg.py:299(_get_agg_font)
       47    0.000    0.000    0.005    0.000 __init__.py:1294(_add_data_doc)
      213    0.000    0.000    0.001    0.000 __init__.py:1290(_to_unmasked_float_array)
      127    0.000    0.000    0.001    0.000 transforms.py:1862(transform_affine)
       52    0.000    0.000    0.001    0.000 _base.py:768(<dictcomp>)
       24    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      456    0.000    0.000    0.000    0.000 font_manager.py:1304(<genexpr>)
        1    0.000    0.000    0.139    0.139 backend_agg.py:490(print_png)
       20    0.000    0.000    0.006    0.000 backend_agg.py:224(draw_text)
       57    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      616    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       85    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
     1237    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
     1637    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      177    0.000    0.000    0.004    0.000 markers.py:219(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:895(<dictcomp>)
       68    0.000    0.000    0.003    0.000 transforms.py:1480(transform)
       60    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
      146    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      411    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
      156    0.000    0.000    0.002    0.000 fromnumeric.py:52(_wrapfunc)
      150    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 linalg.py:477(inv)
       16    0.000    0.000    0.000    0.000 function_base.py:1152(diff)
  573/373    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
      617    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
       64    0.000    0.000    0.001    0.000 fromnumeric.py:39(_wrapit)
        3    0.000    0.000    0.000    0.000 pyplot.py:3018(sci)
      572    0.000    0.000    0.000    0.000 <string>:1(__new__)
      776    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      137    0.000    0.000    0.004    0.000 rcsetup.py:88(f)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3854(__init__)
       53    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
      144    0.000    0.000    0.001    0.000 lines.py:628(set_data)
  115/105    0.000    0.000    0.055    0.001 docstring.py:83(__call__)
        3    0.000    0.000    0.002    0.001 transforms.py:662(union)
      180    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.022    0.022 pyparsing.py:27(<module>)
       60    0.000    0.000    0.001    0.000 __init__.py:738(_open_file_or_url)
        1    0.000    0.000    0.042    0.042 rcsetup.py:1(<module>)
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       44    0.000    0.000    0.001    0.000 core.py:2975(__array_finalize__)
       42    0.000    0.000    0.001    0.000 stride_tricks.py:204(broadcast_arrays)
     1534    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       40    0.000    0.000    0.000    0.000 colors.py:1040(__init__)
   247/32    0.000    0.000    0.081    0.003 <frozen importlib._bootstrap>:1002(_gcd_import)
      115    0.000    0.000    0.000    0.000 __init__.py:1277(is_math_text)
      612    0.000    0.000    0.001    0.000 _asarray.py:86(asanyarray)
      466    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       26    0.000    0.000    0.001    0.000 __init__.py:512(_get_data_path)
      205    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      407    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       93    0.000    0.000    0.003    0.000 font_manager.py:943(copy)
       54    0.000    0.000    0.001    0.000 lines.py:1265(update_from)
      233    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.009    0.009 numeric.py:1(<module>)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
      766    0.000    0.000    0.000    0.000 __init__.py:879(<lambda>)
        1    0.000    0.000    0.002    0.002 axes3d.py:43(Axes3D)
       61    0.000    0.000    0.003    0.000 rcsetup.py:107(<listcomp>)
       44    0.000    0.000    0.000    0.000 transforms.py:2919(_interval_contains_close)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
      170    0.000    0.000    0.000    0.000 font_manager.py:817(set_variant)
      376    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        5    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_add}
      239    0.000    0.000    0.003    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
       33    0.000    0.000    0.001    0.000 path.py:346(iter_segments)
      210    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(column_stack)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4425(__init__)
      699    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      159    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
    73/65    0.000    0.000    0.003    0.000 module.py:72(get_parent_for_object)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4032(parseImpl)
       52    0.000    0.000    0.000    0.000 core.py:895(__init__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
      378    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
       24    0.000    0.000    0.000    0.000 backend_bases.py:891(set_capstyle)
      135    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2854(__init__)
       57    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      910    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       78    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
      851    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       12    0.000    0.000    0.001    0.000 __init__.py:1821(_define_aliases)
      163    0.000    0.000    0.001    0.000 artist.py:723(set_figure)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3952(copy)
       12    0.000    0.000    0.020    0.002 axis.py:475(__init__)
        4    0.000    0.000    0.002    0.000 axis.py:2261(get_tick_space)
      330    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.013    0.013 multiarray.py:1(<module>)
       60    0.000    0.000    0.000    0.000 backend_agg.py:52(get_hinting_flag)
      697    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.007    0.002 _axes.py:4196(scatter)
       31    0.000    0.000    0.000    0.000 inspect.py:3057(__str__)
      233    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      165    0.000    0.000    0.001    0.000 transforms.py:170(invalidate)
       32    0.000    0.000    0.000    0.000 colors.py:369(<setcomp>)
        6    0.000    0.000    0.002    0.000 _base.py:2867(handle_single_axis)
       52    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       57    0.000    0.000    0.001    0.000 text.py:936(set_color)
      640    0.000    0.000    0.000    0.000 ast.py:210(iter_fields)
        5    0.000    0.000    0.000    0.000 {built-in method gi._gi.type_register}
       95    0.000    0.000    0.000    0.000 text.py:826(get_unitless_position)
      194    0.000    0.000    0.000    0.000 {method 'get_methods' of 'StructInfo' objects}
      712    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       16    0.000    0.000    0.001    0.000 ticker.py:1986(_validate_steps)
      138    0.000    0.000    0.000    0.000 pyplot.py:2018(<genexpr>)
      201    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.000    0.000 twodim_base.py:214(diag)
       12    0.000    0.000    0.000    0.000 {method 'require' of 'gi.Repository' objects}
       50    0.000    0.000    0.001    0.000 pathlib.py:658(_parse_args)
      124    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.004    0.004 _mathtext.py:2467(<listcomp>)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       10    0.000    0.000    0.002    0.000 pyparsing.py:3124(__init__)
     1842    0.000    0.000    0.000    0.000 __init__.py:759(<lambda>)
      159    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      517    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      617    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
      118    0.000    0.000    0.001    0.000 inspect.py:2865(replace)
      198    0.000    0.000    0.001    0.000 pyplot.py:88(_copy_docstring_and_deprecators)
       12    0.000    0.000    0.022    0.002 axis.py:414(__init__)
      107    0.000    0.000    0.002    0.000 text.py:1195(set_verticalalignment)
       32    0.000    0.000    0.002    0.000 _collections_abc.py:824(update)
      113    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       39    0.000    0.000    0.001    0.000 transforms.py:1996(rotate)
      232    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
     56/9    0.000    0.000    0.004    0.000 pyparsing.py:3881(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
       18    0.000    0.000    0.016    0.001 axis.py:291(draw)
       49    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
       28    0.000    0.000    0.013    0.000 __init__.py:837(rc_params_from_file)
    32/31    0.000    0.000    0.001    0.000 transforms.py:1791(__eq__)
      166    0.000    0.000    0.000    0.000 colors.py:565(__init__)
      102    0.000    0.000    0.000    0.000 shape_base.py:24(atleast_1d)
      104    0.000    0.000    0.003    0.000 __init__.py:324(strip_boolean_result)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1829(_parseCache)
      880    0.000    0.000    0.000    0.000 font_manager.py:727(get_family)
      253    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
       34    0.000    0.000    0.001    0.000 axis.py:453(update_position)
      291    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
      126    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(dot)
       12    0.000    0.000    0.022    0.002 axis.py:2052(_get_tick)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
       30    0.000    0.000    0.000    0.000 bezier.py:196(<listcomp>)
   234/16    0.000    0.000    0.001    0.000 ast.py:367(visit)
      564    0.000    0.000    0.000    0.000 {built-in method sys.intern}
  215/115    0.000    0.000    0.000    0.000 transforms.py:2409(<lambda>)
      246    0.000    0.000    0.000    0.000 lines.py:1232(set_ydata)
      880    0.000    0.000    0.000    0.000 font_manager.py:761(get_stretch)
      110    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      634    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       16    0.000    0.000    0.007    0.000 ticker.py:433(__init__)
      114    0.000    0.000    0.001    0.000 transforms.py:2508(composite_transform_factory)
      155    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
      210    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.002    0.002 GLib.py:22(<module>)
       75    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
      124    0.000    0.000    0.001    0.000 ast.py:383(visit_Constant)
      376    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1004(__init__)
        2    0.000    0.000    0.014    0.007 core.py:193(read_style_directory)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
      340    0.000    0.000    0.000    0.000 font_manager.py:1022(_normalize_font_family)
      161    0.000    0.000    0.001    0.000 artist.py:1001(set_visible)
      252    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       56    0.000    0.000    0.000    0.000 text.py:241(set_rotation_mode)
      398    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
      274    0.000    0.000    0.000    0.000 function_base.py:419(_needs_add_docstring)
       27    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
      195    0.000    0.000    0.000    0.000 pyplot.py:812(_auto_draw_if_interactive)
       33    0.000    0.000    0.002    0.000 path.py:412(iter_bezier)
    22/14    0.000    0.000    0.000    0.000 units.py:181(get_converter)
      101    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        8    0.000    0.000    0.001    0.000 ticker.py:753(_set_order_of_magnitude)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3954(<listcomp>)
        3    0.000    0.000    0.013    0.004 collections.py:360(draw)
      129    0.000    0.000    0.002    0.000 colors.py:124(_check_color_like)
       27    0.000    0.000    0.008    0.000 pyparsing.py:3278(__init__)
